Unamed,Source Port,Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max,Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count, ACK Flag Count,URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size,Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std, Idle Max,Idle Min,SimillarHTTP, Inbound,Label
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,1.47E+09,1000000,2,0,2,1,2,2,0,2,2.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,-2,-2.5,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,32,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,0,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,9.81E+08,666666.6667,3,0,3,1,3,3,0,3,2.6,0,0,0,0,0,0,0,0,64,0,666666.6667,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,32,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,0,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,9.81E+08,666666.6667,3,0,3,1,3,3,0,3,2.6,0,0,0,0,0,0,0,0,64,0,666666.6667,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,32,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,0,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,9.81E+08,666666.6667,3,0,3,1,3,3,0,3,2.6,0,0,0,0,0,0,0,0,64,0,666666.6667,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,32,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,0,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,9.81E+08,666666.6667,3,0,3,1,3,3,0,3,2.6,0,0,0,0,0,0,0,0,64,0,666666.6667,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,32,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,0,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,9.81E+08,666666.6667,3,0,3,1,3,3,0,3,2.6,0,0,0,0,0,0,0,0,64,0,666666.6667,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,32,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,0,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,9.81E+08,666666.6667,3,0,3,1,3,3,0,3,2.6,0,0,0,0,0,0,0,0,64,0,666666.6667,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,32,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,7.36E+08,500000,4,0,4,1,4,4,0,4,2.6,0,0,0,0,0,0,0,0,64,0,500000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
28879.45,700,56101,51,0,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,9.81E+08,666666.6667,3,0,3,1,3,3,0,3,2.6,0,0,0,0,0,0,0,0,64,0,666666.6667,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,64,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
29967.2,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,1.47E+09,1000000,2,0,2,1,2,2,0,2,2.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,-2,-2.5,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
29967.2,3095.6,85169.8,74.8,2,2,0,2944,0,6442.8,6442.8,1472,0,0,0,0,1.47E+09,1000000,2,0,2,8.6,2,2,0,2,8.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,6442.8,6442.8,0,0,0,0,0,0,0,0,0,0,0,2208,9664.2,0,-2,-8.8,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
30148.5,3236.4,88803.4,78.2,1,2,0,2944,0,6737.2,6737.2,1383,0,0,0,0,1.38E+09,1000000,2,0,2,9,2,2,0,2,9,0,0,0,0,0,0,0,0,-2,0,1000000,0,1383,6737.2,6737.2,0,0,0,0,0,0,0,0,0,0,0,2074.5,10105.8,0,-2,-9.2,0,0,0,0,0,2,2766,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
30329.8,3377.2,92437,81.6,1,2,0,2848,0,7031.6,7031.6,1472,0,0,0,0,1.47E+09,1000000,2,0,2,9.4,2,2,0,2,9.4,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,7031.6,7031.6,0,0,0,0,0,0,0,0,0,0,0,2208,10547.4,0,-2,-9.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
30511.1,3518,96070.6,85,2,2,0,2864,0,7326,7326,1472,0,0,0,0,1.47E+09,1000000,2,0,2,9.8,2,2,0,2,9.8,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,7326,7326,0,0,0,0,0,0,0,0,0,0,0,2208,10989,0,-2,-10,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
30692.4,3658.8,99704.2,88.4,1,2,0,2944,0,7620.4,7620.4,1472,0,0,0,0,1.47E+09,1000000,2,0,2,10.2,2,2,0,2,10.2,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,7620.4,7620.4,0,0,0,0,0,0,0,0,0,0,0,2208,11430.6,0,-2,-10.4,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
28879.45,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,1.47E+09,1000000,2,0,2,1,2,2,0,2,2.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,-2,-2.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
27251.7,987.6,30665.8,23.8,1,2,0,2848,0,2026.8,2026.8,1391,0,0,0,0,2.78E+09,2000000,1,0,1,2.6,1,1,0,1,2.6,0,0,0,0,0,0,0,0,-2,0,2000000,0,1391,2026.8,2026.8,0,0,0,0,0,0,0,0,0,0,0,2086.5,3040.2,0,-2,-2.8,0,0,0,0,0,2,2782,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
28879.45,700,56101,51,2,2,0,2944,0,2026.8,2321.2,1362,1,0,0,0,2.72E+09,2000000,1,0,1,1,1,1,0,1,2.6,0,0,0,0,0,0,0,0,-2,0,2000000,0,1362,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2043,1952,0,-2,-2.6,0,0,0,0,0,2,2724,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
30873.7,3799.6,103337.8,91.8,1,2,0,2944,0,7914.8,7914.8,1472,0,0,0,0,1.47E+09,1000000,2,0,2,10.6,2,2,0,2,10.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,7914.8,7914.8,0,0,0,0,0,0,0,0,0,0,0,2208,11872.2,0,-2,-10.8,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
31055,3940.4,106971.4,95.2,1,2,0,2944,0,8209.2,8209.2,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,11,3,3,0,3,11,0,0,0,0,0,0,0,0,-2,0,666666.6667,0,1472,8209.2,8209.2,0,0,0,0,0,0,0,0,0,0,0,2208,12313.8,0,-2,-11.2,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
31236.3,4081.2,110605,98.6,50,2,0,2944,0,8503.6,8503.6,1472,0,0,0,0,1.47E+09,1000000,2,0,2,11.4,2,2,0,2,11.4,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,8503.6,8503.6,0,0,0,0,0,0,0,0,0,0,0,2208,12755.4,0,-2,-11.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
31417.6,4222,114238.6,102,1,2,0,2848,0,8798,8798,1230,0,0,0,0,2.46E+09,2000000,1,0,1,11.8,1,1,0,1,11.8,0,0,0,0,0,0,0,0,-2,0,2000000,0,1230,8798,8798,0,0,0,0,0,0,0,0,0,0,0,1845,13197,0,-2,-12,0,0,0,0,0,2,2460,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
31598.9,4362.8,117872.2,105.4,1,2,0,2944,0,9092.4,9092.4,1376,0,0,0,0,2.75E+09,2000000,1,0,1,12.2,1,1,0,1,12.2,0,0,0,0,0,0,0,0,-2,0,2000000,0,1376,9092.4,9092.4,0,0,0,0,0,0,0,0,0,0,0,2064,13638.6,0,-2,-12.4,0,0,0,0,0,2,2752,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
28879.46,700,56101,51,2,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,1.47E+09,1000000,2,0,2,1,2,2,0,2,2.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,-2,-2.7,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
27252.7,988.6,30665.8,23.8,1,2,0,2944,0,2026.8,2026.8,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2.6,2,2,0,2,2.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,2026.8,2026.8,0,0,0,0,0,0,0,0,0,0,0,2208,3040.2,0,-2,-2.8,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
28879.46,700,56101,51,2,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,9.81E+08,666666.6667,3,0,3,1,3,3,0,3,2.6,0,0,0,0,0,0,0,0,-2,0,666666.6667,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,-2,-2.7,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
31780.2,4503.6,121505.8,108.8,1,2,0,2944,0,9386.8,9386.8,1377,0,0,0,0,2.75E+09,2000000,1,0,1,12.6,1,1,0,1,12.6,0,0,0,0,0,0,0,0,-2,0,2000000,0,1377,9386.8,9386.8,0,0,0,0,0,0,0,0,0,0,0,2065.5,14080.2,0,-2,-12.8,0,0,0,0,0,2,2754,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
31961.5,4644.4,125139.4,112.2,1,2,0,2912,0,9681.2,9681.2,1372,0,0,0,0,1.37E+09,1000000,2,0,2,13,2,2,0,2,13,0,0,0,0,0,0,0,0,-2,0,1000000,0,1372,9681.2,9681.2,0,0,0,0,0,0,0,0,0,0,0,2058,14521.8,0,-2,-13.2,0,0,0,0,0,2,2744,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
32142.8,4785.2,128773,115.6,5,2,0,2944,0,9975.6,9975.6,1472,0,0,0,0,1.47E+09,1000000,2,0,2,13.4,2,2,0,2,13.4,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,9975.6,9975.6,0,0,0,0,0,0,0,0,0,0,0,2208,14963.4,0,-2,-13.6,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
32324.1,4926,132406.6,119,1,2,0,2944,0,10270,10270,1472,0,0,0,0,1.47E+09,1000000,2,0,2,13.8,2,2,0,2,13.8,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,10270,10270,0,0,0,0,0,0,0,0,0,0,0,2208,15405,0,-2,-14,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
32505.4,5066.8,136040.2,122.4,1,2,0,2944,0,10564.4,10564.4,1382,0,0,0,0,2.76E+09,2000000,1,0,1,14.2,1,1,0,1,14.2,0,0,0,0,0,0,0,0,-2,0,2000000,0,1382,10564.4,10564.4,0,0,0,0,0,0,0,0,0,0,0,2073,15846.6,0,-2,-14.4,0,0,0,0,0,2,2764,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
28879.47,700,56101,51,1,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,1.47E+09,1000000,2,0,2,1,2,2,0,2,2.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,-2,-2.8,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
27253.7,989.6,30665.8,23.8,1,2,0,2944,0,2026.8,2026.8,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2.6,2,2,0,2,2.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,2026.8,2026.8,0,0,0,0,0,0,0,0,0,0,0,2208,3040.2,0,-2,-2.8,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
28879.47,700,56101,51,2,2,0,2944,0,2026.8,2321.2,1472,1,0,0,0,1.47E+09,1000000,2,0,2,1,2,2,0,2,2.6,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,1302,1472,0,0,0,0,0,0,0,0,0,0,0,2208,1952,0,-2,-2.8,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1, BENING
32686.7,5207.6,139673.8,125.8,1,2,0,2944,0,10858.8,10858.8,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,14.6,3,3,0,3,14.6,0,0,0,0,0,0,0,0,-2,0,666666.6667,0,1472,10858.8,10858.8,0,0,0,0,0,0,0,0,0,0,0,2208,16288.2,0,-2,-14.8,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
32868,5348.4,143307.4,129.2,3,2,0,2944,0,11153.2,11153.2,1472,0,0,0,0,1.47E+09,1000000,2,0,2,15,2,2,0,2,15,0,0,0,0,0,0,0,0,-2,0,1000000,0,1472,11153.2,11153.2,0,0,0,0,0,0,0,0,0,0,0,2208,16729.8,0,-2,-15.2,0,0,0,0,0,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,DDoS_LDAP
